status,card_id,answer,deleted_objects,removed_audios,cleared_audio,error
updated,1153e8a1-9de1-44b1-847b-b009ac85dd74,S,cards/1153e8a1-9de1-44b1-847b-b009ac85dd74/audio.mp3,,yes,
updated,11550d68-e086-47ac-a66d-993b0be0ad9d,R,cards/11550d68-e086-47ac-a66d-993b0be0ad9d/audio.mp3,,yes,
updated,11971201-0440-4031-9971-b8ec8bcaa124,D,cards/11971201-0440-4031-9971-b8ec8bcaa124/global_1776615653902.mp3,,yes,
updated,11aa3819-f7c0-4ba3-9ef9-5cc2f02a6dae,た,cards/11aa3819-f7c0-4ba3-9ef9-5cc2f02a6dae/audio.mp3,,yes,
updated,11f1bab8-e3e4-4b1a-a149-06f934a406ef,I,cards/11f1bab8-e3e4-4b1a-a149-06f934a406ef/audio.mp3,,yes,
updated,12228983-9091-4d09-8b5c-113f761787ce,O,cards/12228983-9091-4d09-8b5c-113f761787ce/global_1776615212216.mp3,,yes,
updated,1245a80b-5d15-4a47-add2-bdcd9dc4b8a9,Ж,cards/1245a80b-5d15-4a47-add2-bdcd9dc4b8a9/global_1776614869778.mp3,,yes,
updated,1284322b-3495-4abb-915e-0b0c787d92ad,Ž,cards/1284322b-3495-4abb-915e-0b0c787d92ad/audio.mp3,,yes,
updated,1293ffad-6a89-48df-bd46-c67e0d798c69,E,cards/1293ffad-6a89-48df-bd46-c67e0d798c69/audio.mp3,,yes,
updated,12c8903d-3099-4e45-865a-05df47e90fc0,1,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_1_ga.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/mt/audio_num_1_mt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sl/audio_num_1_sl.mp3","ga,mt,sl",,
updated,12e35ebd-de6a-433c-a53e-61aa03844ff9,Ö,cards/12e35ebd-de6a-433c-a53e-61aa03844ff9/audio.mp3,,yes,
updated,12e5a7a4-a18a-4647-b0a5-9b86297bd8bb,भ,cards/12e5a7a4-a18a-4647-b0a5-9b86297bd8bb/audio.mp3,,yes,
updated,1335e94d-c8a0-4452-b6c7-60b29266f7e9,U,cards/1335e94d-c8a0-4452-b6c7-60b29266f7e9/global_1776615363399.mp3,,yes,
updated,13d2c383-d4d0-487b-8895-f0494826a118,A,cards/13d2c383-d4d0-487b-8895-f0494826a118/audio.mp3,,yes,
updated,13d5304d-ded4-4062-be55-c3ee95652e91,Zs,cards/13d5304d-ded4-4062-be55-c3ee95652e91/audio.mp3,,yes,
updated,13ec1dce-4002-4020-8e90-2328fe633650,K,cards/13ec1dce-4002-4020-8e90-2328fe633650/audio.mp3,,yes,
updated,13f81b81-3848-43a0-9a10-d6b8df5e4f92,3,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_3_ga.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/mt/audio_num_3_mt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sl/audio_num_3_sl.mp3","ga,mt,sl",,
updated,1429d4be-684e-4caf-9b7f-2a007d14ed55,S,cards/1429d4be-684e-4caf-9b7f-2a007d14ed55/audio.mp3,,yes,
updated,14736835-fa03-4b7e-9c09-1bae536eb49f,N,cards/14736835-fa03-4b7e-9c09-1bae536eb49f/global_1776615203810.mp3,,yes,
updated,14ac9e63-f8dc-47e9-bf2e-3fc3bd9234c3,13,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_13_ga.mp3,ga,,
updated,14df54ae-2fd8-4833-9cd6-7b8deb3e5985,R,cards/14df54ae-2fd8-4833-9cd6-7b8deb3e5985/audio.mp3,,yes,
updated,14e907c8-dfc8-4c99-ac14-d12b8eb223ef,ظ,cards/14e907c8-dfc8-4c99-ac14-d12b8eb223ef/global_1776614790291.mp3,,yes,
updated,15311a8b-41b7-4674-a2e8-0a9894d95d28,Ø,cards/15311a8b-41b7-4674-a2e8-0a9894d95d28/global_1776615765108.mp3,,yes,
updated,155c033e-d8ff-4a35-89f8-1cf85e2c9aad,ろ,cards/155c033e-d8ff-4a35-89f8-1cf85e2c9aad/audio.mp3,,yes,
updated,16c1fd51-81ad-4bf2-8e1a-1e69a1b994eb,を,cards/16c1fd51-81ad-4bf2-8e1a-1e69a1b994eb/audio.mp3,,yes,
updated,16f903e0-5140-4f22-806a-952ed5b7a9d0,M,cards/16f903e0-5140-4f22-806a-952ed5b7a9d0/audio.mp3,,yes,
updated,17c63c38-25af-4cb5-bb4f-ef287ec92e35,Y,cards/17c63c38-25af-4cb5-bb4f-ef287ec92e35/audio.mp3,,yes,
updated,17f5e3fe-71da-46c6-b159-2464cff913df,R,cards/17f5e3fe-71da-46c6-b159-2464cff913df/audio.mp3,,yes,
updated,18a6ef3c-c46b-4768-a0e6-0c1e5b4888e3,L,cards/18a6ef3c-c46b-4768-a0e6-0c1e5b4888e3/global_1776615691176.mp3,,yes,
updated,18ceab71-c9de-46f2-9d74-247b5b07e0e4,ㄝ,cards/18ceab71-c9de-46f2-9d74-247b5b07e0e4/global_1776615080775.mp3,,yes,
updated,18f35c24-f94c-49bb-abba-17a49b786017,ㄗ,cards/18f35c24-f94c-49bb-abba-17a49b786017/global_1776615055916.mp3,,yes,
updated,18fe09d2-6013-4d51-bb3e-78a1f3c9fae7,N,cards/18fe09d2-6013-4d51-bb3e-78a1f3c9fae7/audio.mp3,,yes,
updated,1936909f-fba8-406b-9e4c-3370c6649bf8,17,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ar/audio_num_17_ar.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/bg/audio_num_17_bg.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/cs/audio_num_17_cs.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/da/audio_num_17_da.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/de/audio_num_17_de.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/el/audio_num_17_el.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/en/audio_num_17_en.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/es/audio_num_17_es.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/et/audio_num_17_et.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/fi/audio_num_17_fi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/fr/audio_num_17_fr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hi/audio_num_17_hi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hr/audio_num_17_hr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hu/audio_num_17_hu.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/id/audio_num_17_id.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/it/audio_num_17_it.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ja/audio_num_17_ja.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ko/audio_num_17_ko.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/lt/audio_num_17_lt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/lv/audio_num_17_lv.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/nl/audio_num_17_nl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/pl/audio_num_17_pl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/pt/audio_num_17_pt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ro/audio_num_17_ro.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sk/audio_num_17_sk.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sv/audio_num_17_sv.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/tl/audio_num_17_tl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/tr/audio_num_17_tr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/uk/audio_num_17_uk.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/vi/audio_num_17_vi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/zh/audio_num_17_zh.mp3","ar,bg,cs,da,de,el,en,es,et,fi,fr,hi,hr,hu,id,it,ja,ko,lt,lv,nl,pl,pt,ro,sk,sv,tl,tr,uk,vi,zh",,
updated,1939db31-a2ac-4221-8f42-65d4a84983ca,Ý,cards/1939db31-a2ac-4221-8f42-65d4a84983ca/global_1776615593303.mp3,,yes,
updated,1ba4f0fd-7dbc-4e2d-a4f1-99ed1ab1fdc2,Z,cards/1ba4f0fd-7dbc-4e2d-a4f1-99ed1ab1fdc2/global_1776615384547.mp3,,yes,
updated,1baab236-e30a-4d6c-b491-a2a264117774,Y,cards/1baab236-e30a-4d6c-b491-a2a264117774/audio.mp3,,yes,
updated,1bb33bd7-f7e1-4d0c-9e41-251075db6c57,I,cards/1bb33bd7-f7e1-4d0c-9e41-251075db6c57/audio.mp3,,yes,
updated,1bb7b964-64b9-4710-b5f4-ed869e890051,O,cards/1bb7b964-64b9-4710-b5f4-ed869e890051/audio.mp3,,yes,
updated,1c7cbb64-c5eb-4c80-9346-69be30c9c084,M,cards/1c7cbb64-c5eb-4c80-9346-69be30c9c084/global_1776615199215.mp3,,yes,
updated,1c7f6a14-e8c6-4070-8099-cf2d6bdd4cc0,ㄧ,cards/1c7f6a14-e8c6-4070-8099-cf2d6bdd4cc0/global_1776615123476.mp3,,yes,
updated,1d4ee941-15ff-4007-8a1e-9d082a2bd1ae,Á,cards/1d4ee941-15ff-4007-8a1e-9d082a2bd1ae/global_1776615388633.mp3,,yes,
updated,1d6426f5-7ce7-40f9-a3bb-4c87e16a352a,E,cards/1d6426f5-7ce7-40f9-a3bb-4c87e16a352a/global_1776615658091.mp3,,yes,
updated,1e3f7f64-c47b-4626-bc57-34ebe3901ec1,ㄌ,cards/1e3f7f64-c47b-4626-bc57-34ebe3901ec1/global_1776615007955.mp3,,yes,
updated,1ebd0a75-f43c-48bc-8f28-e4901a17547a,L,cards/1ebd0a75-f43c-48bc-8f28-e4901a17547a/audio.mp3,,yes,
updated,1edab382-93c2-432b-ba7e-749d6bd7acc6,ف,cards/1edab382-93c2-432b-ba7e-749d6bd7acc6/global_1776614803367.mp3,,yes,
updated,1f6a5bd3-bb1c-4a3d-b19a-de915d389904,N,cards/1f6a5bd3-bb1c-4a3d-b19a-de915d389904/global_1776615332574.mp3,,yes,
updated,1fc93b75-889e-46b0-91f5-a444d18f6d19,Λ,cards/1fc93b75-889e-46b0-91f5-a444d18f6d19/audio.mp3,,yes,
updated,2035dd7e-1431-4c88-850c-a93fce4bdb75,15,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_15_ga.mp3,ga,,
updated,20a066d6-d1e0-450a-8a44-9f986387e00b,ङ,cards/20a066d6-d1e0-450a-8a44-9f986387e00b/audio.mp3,,yes,
updated,2144ed75-668d-4aea-86bb-931c626304dc,K,cards/2144ed75-668d-4aea-86bb-931c626304dc/global_1776615319586.mp3,,yes,
updated,2163166a-43fa-43aa-b71e-47d7a6334ecc,Щ,cards/2163166a-43fa-43aa-b71e-47d7a6334ecc/global_1776614952436.mp3,,yes,
updated,2177f8b4-548e-4f3d-b306-ca3a8496e64f,V,cards/2177f8b4-548e-4f3d-b306-ca3a8496e64f/audio.mp3,,yes,
updated,21b9ea7c-6335-4091-abf3-989ef21db75c,ぬ,cards/21b9ea7c-6335-4091-abf3-989ef21db75c/audio.mp3,,yes,
updated,222ca213-de82-43ff-970e-a5bed02cb545,Υ,cards/222ca213-de82-43ff-970e-a5bed02cb545/audio.mp3,,yes,
updated,22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,5,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_5_ga.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/mt/audio_num_5_mt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sl/audio_num_5_sl.mp3","ga,mt,sl",,
updated,22e0e21d-3c77-41f4-8e98-2001842c787a,म,cards/22e0e21d-3c77-41f4-8e98-2001842c787a/audio.mp3,,yes,
updated,2352898b-2946-4feb-aa01-b4e02883a713,R,cards/2352898b-2946-4feb-aa01-b4e02883a713/audio.mp3,,yes,
updated,2417c2b5-a80c-426d-8735-d079e848d87f,L,cards/2417c2b5-a80c-426d-8735-d079e848d87f/audio.mp3,,yes,
updated,241d1ffa-27dd-472e-a26b-9a2278c2db86,D,cards/241d1ffa-27dd-472e-a26b-9a2278c2db86/audio.mp3,,yes,
updated,24b61e5b-5e26-4068-bebd-3dfe58c583ee,G,cards/24b61e5b-5e26-4068-bebd-3dfe58c583ee/audio.mp3,,yes,
updated,2607aa3c-218f-4f42-85e9-b93c4724b192,О,cards/2607aa3c-218f-4f42-85e9-b93c4724b192/global_1776614904398.mp3,,yes,
updated,2618c656-79fa-4da0-91f2-889c3e802abf,Q,cards/2618c656-79fa-4da0-91f2-889c3e802abf/audio.mp3,,yes,
updated,26f781aa-46d1-4ae2-af4b-af3b5efc083d,W,cards/26f781aa-46d1-4ae2-af4b-af3b5efc083d/global_1776615866554.mp3,,yes,
updated,273ac9e5-db8f-4fd2-b81b-a17d7d5b06b0,ऊ,cards/273ac9e5-db8f-4fd2-b81b-a17d7d5b06b0/audio.mp3,,yes,
updated,27494035-bbd1-4f1c-9022-4f63be8427f2,R,cards/27494035-bbd1-4f1c-9022-4f63be8427f2/audio.mp3,,yes,
updated,282a25c8-8ee8-4cbf-9177-e41901a4167a,ㅁ,cards/282a25c8-8ee8-4cbf-9177-e41901a4167a/audio.mp3,,yes,
updated,2860771e-fc08-40d7-8786-02a6958d48e8,ا,cards/2860771e-fc08-40d7-8786-02a6958d48e8/global_1776614720258.mp3,,yes,
updated,28ba52c2-181c-4395-8aec-90658d09b2c7,F,cards/28ba52c2-181c-4395-8aec-90658d09b2c7/global_1776615792580.mp3,,yes,
updated,28d7439e-92a0-4ef1-a565-088ff5064bef,K,cards/28d7439e-92a0-4ef1-a565-088ff5064bef/audio.mp3,,yes,
updated,29593c75-45ff-425b-b5df-57693bae06de,Е,cards/29593c75-45ff-425b-b5df-57693bae06de/global_1776614865562.mp3,,yes,
updated,29de804f-16bb-446e-93bd-f0bf2313d13d,Gy,cards/29de804f-16bb-446e-93bd-f0bf2313d13d/audio.mp3,,yes,
updated,29e962df-069e-4466-bb00-0cc82005014f,R,cards/29e962df-069e-4466-bb00-0cc82005014f/audio.mp3,,yes,
updated,2a2ccd31-383f-4f9d-8756-9cfe5a6b4a12,Q,cards/2a2ccd31-383f-4f9d-8756-9cfe5a6b4a12/audio.mp3,,yes,
updated,2a3f6be0-91fa-4ea9-a714-3d622b22dd08,ش,cards/2a3f6be0-91fa-4ea9-a714-3d622b22dd08/global_1776614772899.mp3,,yes,
updated,2a68905c-838c-4127-a491-c901c809867f,घ,cards/2a68905c-838c-4127-a491-c901c809867f/audio.mp3,,yes,
updated,2a74afe6-4d6c-4940-8494-27e3b0e770f2,H,cards/2a74afe6-4d6c-4940-8494-27e3b0e770f2/audio.mp3,,yes,
updated,2ac04e6a-819e-490e-ba77-8d90c41b9838,S,cards/2ac04e6a-819e-490e-ba77-8d90c41b9838/audio.mp3,,yes,
updated,2cdb84b7-d125-4267-aaaa-ad1f61b70405,L,cards/2cdb84b7-d125-4267-aaaa-ad1f61b70405/audio.mp3,,yes,
updated,2e8d2a47-3e92-421e-8e14-86deab8dbdf0,U,cards/2e8d2a47-3e92-421e-8e14-86deab8dbdf0/audio.mp3,,yes,
updated,2f04deee-23d2-46d7-8ee7-2b001ae05207,Y,cards/2f04deee-23d2-46d7-8ee7-2b001ae05207/audio.mp3,,yes,
updated,2f0c878b-2398-4021-a448-ab6f36432497,N,cards/2f0c878b-2398-4021-a448-ab6f36432497/audio.mp3,,yes,
updated,2f3cb5cd-4470-4e05-ac8a-7723bc4972ff,P,cards/2f3cb5cd-4470-4e05-ac8a-7723bc4972ff/audio.mp3,,yes,
updated,2f43d8b5-8cc2-4965-adcc-501337f1a7d3,Ž,cards/2f43d8b5-8cc2-4965-adcc-501337f1a7d3/global_1776615635289.mp3,,yes,
