subject_id,subject_name,card_id,answer,old_level,new_level,policy
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,2f54a212-43ac-4eb9-a746-30dab4827f67,Foot,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,c439e660-fa13-4667-97b5-de6c8af99f62,Fourth metacarpal bone,7,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,59f7406b-2bd8-44d3-9d31-b7f18e3766e4,Fourth metatarsal bone,9,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,6f14372c-6d40-44fe-ad94-01c9bd8633e3,Frontal bone,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,464f0a47-741d-4bf9-bac8-75fb31b1743a,Gladiolus,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,eb1ee462-84d4-4047-a15f-7f7ffce00913,Hamate bone,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,cc4ddde5-5ab8-4964-a8aa-51276e8e8479,Hand,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,a4fe3fa7-09a2-434b-be4f-6a5c20ad4e5b,Hip bone,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,a4bd1f54-fee9-4503-8911-a56c2d52af25,Humerus,5,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f81a1e55-90cd-40fb-9ece-5fc766fc56d9,Hyoid bone,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,95e19ff8-6097-407e-a54a-bfd09aa161b0,Ilium,5,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,1101743f-ed21-4a96-8aa0-342e3be56b98,Incus,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,9e437d36-5eb7-4d1a-869d-5d8d386ea987,Inferior nasal concha bones,2,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,eed1d63a-0e12-4f63-95e0-1045c86ae912,Intermediate cuneiform bone,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,8ffe4165-6556-4b3a-983a-0e0ee0164f75,Intermediate phalanges of foot,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,da2c0bdd-c1ff-4ceb-960c-be9c41e5c38d,Intermediate phalanges of hand,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,5b99e3d9-95fd-487c-b95f-def4ccc49359,Ischium,5,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f4fa59ea-303b-48c3-83e5-ce6c66764795,Lacrimal bones,2,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,953334bc-3ae0-4e62-96c1-722d6c2805cf,Lateral cuneiform bone,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,43fc34ec-2d37-4063-baf7-6721485bd51d,Lumbar vertebrae,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,32b1f218-0d8b-4a9f-bd0d-43bfde97a558,Lunate,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,1fd68b2e-7671-4f44-ba76-12640aec01de,Malleus,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,a409749d-f235-4dde-a334-8689cbf853f5,Mandible,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,8656b736-9a2e-416e-ba7a-910100bdc952,Manubrium,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,6342621e-859d-41fd-a8d6-0da384615b65,Maxilla,2,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,47cb2f83-09b3-4c1b-8960-d4d0ae2e7993,Medial cuneiform bone,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,1abb8234-00e2-4709-884b-f7ed02488ec3,Metacarpals,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,7d251679-b796-4388-8884-8425c34b7e01,Metatarsals,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,235e1510-82ab-414e-a8c2-78a94f67d650,Middle ear,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,834fcbb8-65a3-405a-ada4-7f3e9608688f,Nasal bones,2,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,16c5311a-7cc5-43e1-a13e-8227cb882723,Navicular bone,8,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,e60c9d3c-f9c4-4856-af6e-c52b2b49c352,Occipital bone,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,dadd6d62-15f2-4d71-bef0-b609a1fd185d,Palatine bones,2,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,445ba57b-03e2-45b8-986c-fcbcc6beb43d,Parietal bones,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f1500b3d-8000-4708-9eee-df09e5150b5c,Patella,8,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,3bf01017-002f-42cc-b099-415754f61e8e,Phalanges of the foot,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,5f49dce2-304c-49fe-bc7b-61a74a3f8981,Phalanges of the hand,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,657469a1-e094-443a-bd70-7d52b3c665e6,Pisiform bone,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,3aac4117-8a4a-42c1-b898-37b6a43c6f65,Proximal phalanges of foot,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,0de4d576-3f31-4abd-a8e9-dcb542fa0c42,Proximal phalanges of hand,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,eeb88ade-521b-4bc1-b5ae-b388d924b598,Pubis,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,6308f620-3488-4824-a1ac-2ba7dd5d88f3,Radius,5,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,349035ee-5bb8-436f-be38-c2378ef400da,Ribs,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,e0376735-250b-45d7-8822-a420730a6ab1,Sacrum,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,a1b0e142-ad95-4528-8e29-332575bebdde,Scaphoid,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,ca87f3fe-5e0a-4195-b064-67170ac41da9,Scapula,5,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,ab7090c5-24ff-4c3b-a536-9477ee415795,Second metacarpal bone,7,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,d7e80b7b-cbd5-44b1-a411-bd9965cfe7d8,Second metatarsal bone,9,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,cebdcbbf-30c5-4ced-a0c6-27d080604ead,Shoulder girdle,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,dfbd1485-5591-42a6-8e66-7850f0458088,Sphenoid bone,2,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,544cc3e8-5c8b-495a-9895-38e754bdea54,Stapes,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,5e5ca3da-6f65-44f5-b143-9886d8856868,Talus,8,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,3675d46a-da74-417e-821a-4cffb5743999,Tarsus,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f82596f0-60f9-40dd-93cd-5e0bee938ddb,Temporal bones,2,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,3ec209ac-4223-4ed7-888b-9c94d82f4da3,Third metacarpal bone,7,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,30191e4c-1914-4eb9-a5b8-6e42ce64b7a1,Third metatarsal bone,9,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,2c0c69be-ffe8-4026-9e45-d49a90b15bbb,Thoracic vertebrae,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,6ca42845-d1fd-431e-b028-068a1ade8492,Tibia,8,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,87c3d10b-5044-4136-b66c-420ba7242577,Trapezium,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f0c6961d-5f0a-48f3-a4f3-a00ce190a842,Trapezoid bone,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,172f99b9-0a5b-444d-8522-aaee0a2d1c4e,Triquetrum,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,3eb6e888-845f-4272-8f2e-8f27ec603b7d,Ulna,5,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,a9e98f9d-382e-4335-8b35-09779a1a5332,Vomer,3,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,e1d3cfb3-df79-48b6-a124-baaf5a042236,Xiphoid process,3,2,quantized_existing_order
