card_id,field,locale,global_text,current_text,translated_text,status
066292f4-e646-42ea-8b7f-85d568c511c1,answer,sl,Assassin Bug,Hrošček morilec,Morilec Bug,mismatch
76704bcf-88e8-4f9f-9d33-7b6bc257fce1,answer,cs,Cotton Harlequin Bug Nymph,Bavlněná nymfa na štěnice Harlekýna,Bavlněná harlekýnská nymfa,mismatch
45b3c14a-ddf6-4ff0-b4a8-c4ff27278912,answer,lv,Neon Skimmer,Neona skimmers,Neona skimmeris,mismatch
bbce880f-0f4d-4015-8ff7-b37cae267d7a,answer,bg,Lantern Bug,Фенер Буболечка,Буболечка с фенер,mismatch
bbce880f-0f4d-4015-8ff7-b37cae267d7a,answer,uk,Lantern Bug,Жук-ліхтар,Жучок-ліхтар,mismatch
ece9df9b-d7c1-422d-a089-8baabc6efd47,answer,lv,Rainbow Stag Beetle,Varavīksnes Stirnu vabole,Varavīksnes brieža vabole,mismatch
ed56056d-d4ab-41cb-9fe2-e5d4bfc25512,answer,bg,Metallic Wood-Boring Beetle,Метален бръмбар за пробиване на дърво,Метален дървен бръмбар,mismatch
827f423d-5e6c-4f15-a9dc-771d45b65639,answer,bg,White Ghost Cicada,Белият призрак цикада,Бял призрак цикада,mismatch
65ce8e28-519e-485d-a64d-15f9bc270f9d,answer,ko,Rhododendron Leafhopper,진달래 매미,진달래 잎사귀,mismatch
65ce8e28-519e-485d-a64d-15f9bc270f9d,answer,lt,Rhododendron Leafhopper,Rododendrų lapuočių skraistė,Rododendrų lapinė skraistė,mismatch
bbdcc77a-0bac-4d22-a0ab-822e6b48e88a,answer,sl,Cecropia Moth Caterpillar,Gosenica molja Cecropia,Cecropia Moth Caterpillar,mismatch
f68c46eb-8a58-4a5a-b967-5aef50afbff5,answer,hu,Rosy Maple Moth,Rózsaszín juharmoly,Rózsás juharmoly,mismatch
f68c46eb-8a58-4a5a-b967-5aef50afbff5,answer,lt,Rosy Maple Moth,Rožinė klevo kandis,Rožinis klevo kandis,mismatch
8519beac-9409-451d-9fe7-2c8deb51f7af,answer,fi,Rainbow Jewel Beetle,Rainbow Jewel Beetle,Rainbow Jalokivikuoriainen,mismatch
8519beac-9409-451d-9fe7-2c8deb51f7af,answer,hu,Rainbow Jewel Beetle,Szivárvány ékszerbogár,Szivárvány Jewel Bogár,mismatch
f7ea5ad6-a885-47a2-a5e3-26bb7e018b4c,answer,tr,Crimson Marsh Glider,Kızıl Bataklık Planörü,Kızıl Bataklık Planör,mismatch
2bcf3e45-e090-4f23-9888-d10df3965f6b,answer,et,Golden Tortoise Beetle,Kuldkilpkonnamardikas,Kuldne kilpkonnamardikas,mismatch
7b4064d7-bcfe-4f19-8b5e-dea71aa2a4d9,answer,lv,Malabar Banded Peacock Butterfly,Malabar lentveida pāvs tauriņš,Malabar lentveida pāva tauriņš,mismatch
