card_id,subject_id,subject_name,folder_name,field,locale,base_value,correct_locale_value,localized_value,diff_type
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fr,Shipibo Shaker,Shipibo Shaker,Shaker Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ga,Shipibo Shaker,Shipibo Shaker,Cluiche Shipibo Shaker,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Shipibo Shaker,Shipibo Shaker,शिपिबो शेकर,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hr,Shipibo Shaker,Shipibo Shaker,Shaker Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,id,Shipibo Shaker,Shipibo Shaker,Pengocok Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,it,Shipibo Shaker,Shipibo Shaker,Agitatore Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Shipibo Shaker,Shipibo Shaker,シピボシェイカー,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Shipibo Shaker,Shipibo Shaker,시피보 셰이커,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,lt,Shipibo Shaker,Shipibo Shaker,Shipibo purtytuvas,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,lv,Shipibo Shaker,Shipibo Shaker,Shipibo kratītājs,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pl,Shipibo Shaker,Shipibo Shaker,Shaker Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pt,Shipibo Shaker,Shipibo Shaker,Agitador Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,tr,Shipibo Shaker,Shipibo Shaker,Shipibo Çalkalayıcı,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,uk,Shipibo Shaker,Shipibo Shaker,Шіпібо Шейкер,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,vi,Shipibo Shaker,Shipibo Shaker,Máy lắc Shipibo,mismatch
0eccd7cc-85f1-4b07-bc1e-ad1d92066f18,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,zh,Shipibo Shaker,Shipibo Shaker,希皮博摇床,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ar,Shime daiko,Shime daiko,شيمي دايكو,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,bg,Shime daiko,Shime daiko,Шиме дайко,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fr,Shime daiko,Shime daiko,Shime daïko,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Shime daiko,Shime daiko,शिम डाइको,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hr,Shime daiko,Shime daiko,Šime daiko,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Shime daiko,Shime daiko,締太鼓,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Shime daiko,Shime daiko,시메 다이코,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,nl,Shime daiko,Shime daiko,Shime Daiko,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pl,Shime daiko,Shime daiko,Shime Daiko,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sl,Shime daiko,Shime daiko,Šime daiko,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,uk,Shime daiko,Shime daiko,Шиме дайко,mismatch
1c51f48d-10da-4a1e-a34b-82f7d340507c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,zh,Shime daiko,Shime daiko,志目大鼓,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ar,Sonajas Shaker,Sonajas Shaker,سوناجاس شاكر,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,bg,Sonajas Shaker,Sonajas Shaker,Сонайас Шейкър,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,es,Sonajas Shaker,Sonajas Shaker,Coctelera Sonajas,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fr,Sonajas Shaker,Sonajas Shaker,Shaker Sonajas,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ga,Sonajas Shaker,Sonajas Shaker,Cluiche Sonajas Shaker,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Sonajas Shaker,Sonajas Shaker,सोनाजस शेकर,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,id,Sonajas Shaker,Sonajas Shaker,Pengocok Sonajas,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Sonajas Shaker,Sonajas Shaker,ソナジャス・シェイカー,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Sonajas Shaker,Sonajas Shaker,소나자스 셰이커,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pl,Sonajas Shaker,Sonajas Shaker,Shaker Sonajasa,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pt,Sonajas Shaker,Sonajas Shaker,Shaker Sonjas,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,tr,Sonajas Shaker,Sonajas Shaker,Sonaj Çalkalayıcı,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,uk,Sonajas Shaker,Sonajas Shaker,Сонайас Шейкер,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,vi,Sonajas Shaker,Sonajas Shaker,Máy lắc Sonajas,mismatch
25e47144-b5b9-4b87-a096-54bd2713ff14,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,zh,Sonajas Shaker,Sonajas Shaker,索纳哈斯摇床,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ar,Rindik Bunga Xylophone,Rindik Bunga Xylophone,رينديك بونجا إكسيليفون,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,bg,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Риндик Бунга Ксилофон,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,cs,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xylofon Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,da,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga Xylofon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,de,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga Xylophon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,el,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Ξυλόφωνο Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,es,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xilófono Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,et,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga ksülofon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fi,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga ksylofoni,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ga,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xileafón Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Rindik Bunga Xylophone,Rindik Bunga Xylophone,रिंडिक बुंगा ज़ाइलोफोन,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hr,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Ksilofon Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hu,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga xilofon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,id,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga Gambang,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,it,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xilofono Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Rindik Bunga Xylophone,Rindik Bunga Xylophone,リンディク・ブンガ木琴,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga 실로폰,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,lt,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga ksilofonas,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,lv,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga ksilofons,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,nl,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga-xylofoon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pl,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga Ksylofon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pt,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xilofone Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ro,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xilofon Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sk,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xylofón Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sl,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Ksilofon Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sv,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga Xylofon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,tr,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga Ksilofon,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,uk,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Ріндік Бунга Ксилофон,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,vi,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Xylophone Rindik Bunga,mismatch
29ec3783-936f-4f2c-b47b-32921177f56c,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,zh,Rindik Bunga Xylophone,Rindik Bunga Xylophone,Rindik Bunga 木琴,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ar,Taiko,Taiko,تايكو,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,bg,Taiko,Taiko,Тайко,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fr,Taiko,Taiko,Taïko,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Taiko,Taiko,ताइको,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Taiko,Taiko,太鼓,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Taiko,Taiko,타이코,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,uk,Taiko,Taiko,Тайко,mismatch
347eea65-df76-4fd3-9e18-c22268495e28,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,zh,Taiko,Taiko,太鼓,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ar,Erhu,Erhu,إرهو,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,bg,Erhu,Erhu,Ерху,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Erhu,Erhu,अरहु,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Erhu,Erhu,二胡,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Erhu,Erhu,얼후,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,uk,Erhu,Erhu,Ерху,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,vi,Erhu,Erhu,Đàn nhị,mismatch
3c952732-e8d1-4142-9673-56a25d5a779d,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,zh,Erhu,Erhu,二胡,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ar,Shamanic Drum,Shamanic Drum,طبل الشامانية,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,bg,Shamanic Drum,Shamanic Drum,Шамански барабан,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,cs,Shamanic Drum,Shamanic Drum,Šamanský buben,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,da,Shamanic Drum,Shamanic Drum,Shamansk tromme,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,de,Shamanic Drum,Shamanic Drum,Schamanische Trommel,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,el,Shamanic Drum,Shamanic Drum,Σαμανικό τύμπανο,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,es,Shamanic Drum,Shamanic Drum,Tambor chamánico,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,et,Shamanic Drum,Shamanic Drum,Šamaanitrumm,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fi,Shamanic Drum,Shamanic Drum,Shamanistinen rumpu,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,fr,Shamanic Drum,Shamanic Drum,Tambour chamanique,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ga,Shamanic Drum,Shamanic Drum,Druma Shamanach,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hi,Shamanic Drum,Shamanic Drum,शैमैनिक ड्रम,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hr,Shamanic Drum,Shamanic Drum,Šamanski bubanj,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,hu,Shamanic Drum,Shamanic Drum,Sámándob,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,id,Shamanic Drum,Shamanic Drum,Drum Dukun,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,it,Shamanic Drum,Shamanic Drum,Tamburo sciamanico,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ja,Shamanic Drum,Shamanic Drum,シャーマニックドラム,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ko,Shamanic Drum,Shamanic Drum,샤먼 드럼,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,lt,Shamanic Drum,Shamanic Drum,Šamano būgnas,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,lv,Shamanic Drum,Shamanic Drum,Šamaņu bungas,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,mt,Shamanic Drum,Shamanic Drum,Tanbur Xamaniku,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,nl,Shamanic Drum,Shamanic Drum,Sjamanistische trommel,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pl,Shamanic Drum,Shamanic Drum,Szamański bęben,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,pt,Shamanic Drum,Shamanic Drum,Tambor Xamânico,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,ro,Shamanic Drum,Shamanic Drum,Tambur șaman,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sk,Shamanic Drum,Shamanic Drum,Šamanský bubon,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sl,Shamanic Drum,Shamanic Drum,Šamanski boben,mismatch
40230b59-73ac-4281-aa34-ac4447c6b768,010fcb98-bc64-48a3-a9ae-7230e8717517,Unusual Musical Instruments,Music,answer,sv,Shamanic Drum,Shamanic Drum,Shamansk trumma,mismatch
