item_id,field,locale,global_text,current_text,translated_text,status
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,name,tl,Addition 11-20,Pagdaragdag 11-20,Dagdag 11-20,mismatch
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,name,tr,Addition 11-20,Toplama 11-20,İlave 11-20,mismatch
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,description,tl,Practice addition with numbers up to 20.,Matutong magdagdag na may kabuuang mula 11 hanggang 20.,Magsanay ng pagdaragdag na may mga numero hanggang 20.,mismatch
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,description,tr,Practice addition with numbers up to 20.,11'den 20'ye kadar olan toplamlarla toplama işlemini öğrenin.,20'ye kadar sayılarla toplama alıştırması yapın.,mismatch
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,name,vi,Addition 11-20,Phép cộng 11-20,Cộng 11-20,mismatch
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,description,vi,Practice addition with numbers up to 20.,Học cách cộng các số có tổng từ 11 đến 20.,Luyện tập phép cộng với các số đến 20.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ar,Practice subtraction with numbers from 0 to 10.,تمارين طرح بسيطة باستخدام أرقام تصل إلى 10.,ممارسة الطرح مع الأرقام من 0 إلى 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,bg,Practice subtraction with numbers from 0 to 10.,Лесни упражнения за изваждане с числа до 10.,Практикувайте изваждане с числа от 0 до 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,en,Practice subtraction with numbers from 0 to 10.,Simple subtraction exercises using numbers up to 10.,Practice subtraction with numbers from 0 to 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,de,Practice subtraction with numbers from 0 to 10.,Einfache Subtraktionsübungen mit Zahlen bis zu 10.,Üben Sie das Subtrahieren mit Zahlen von 0 bis 10.,mismatch
SUBJ:5e81da1f-f92c-44d2-b3cd-f921d05425df,description,uk,Practice addition with numbers up to 20.,Навчіться додавати з сумою від 11 до 20.,Тренуйтеся складати числа до 20.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,da,Practice subtraction with numbers from 0 to 10.,Enkle subtraktionsøvelser med tal op til 10.,Øv subtraktion med tal fra 0 til 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,cs,Practice subtraction with numbers from 0 to 10.,Jednoduchá cvičení na odčítání s čísly do 10.,Procvičte si odčítání s čísly od 0 do 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,el,Practice subtraction with numbers from 0 to 10.,Απλές ασκήσεις αφαίρεσης με αριθμούς έως το 10.,Εξασκηθείτε στην αφαίρεση με αριθμούς από το 0 έως το 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,es,Practice subtraction with numbers from 0 to 10.,Ejercicios sencillos de resta con números hasta el 10.,Practica la resta con números del 0 al 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fi,Practice subtraction with numbers from 0 to 10.,Yksinkertaisia vähennyslaskuharjoituksia luvuilla 10:een asti.,Harjoittele vähennyslaskua numeroilla 0-10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fr,Practice subtraction with numbers from 0 to 10.,Exercices de soustraction simples utilisant des nombres allant jusqu'à 10.,Entraînez-vous à soustraire avec des nombres de 0 à 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,fi,Subtraction 0-10,Vähennyslasku 0-10,Vähennys 0-10,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hi,Practice subtraction with numbers from 0 to 10.,10 तक की संख्याओं का उपयोग करके सरल घटाव अभ्यास।,0 से 10 तक की संख्याओं के साथ घटाने का अभ्यास करें।,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,et,Practice subtraction with numbers from 0 to 10.,Lihtsad lahutusharjutused arvudega kuni 10.,Harjutage lahutamist numbritega 0 kuni 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hr,Practice subtraction with numbers from 0 to 10.,Jednostavne vježbe oduzimanja s brojevima do 10.,Vježbajte oduzimanje s brojevima od 0 do 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ga,Practice subtraction with numbers from 0 to 10.,Cleachtaí dealaithe simplí ag baint úsáide as uimhreacha suas go dtí 10.,Cleachtadh ar dhealú le huimhreacha 0 go 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,it,Practice subtraction with numbers from 0 to 10.,Semplici esercizi di sottrazione con numeri fino a 10.,Esercitati con la sottrazione con i numeri da 0 a 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ja,Subtraction 0-10,引き算 0-10,減算0～10,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,id,Practice subtraction with numbers from 0 to 10.,Latihan pengurangan sederhana menggunakan angka hingga 10.,Berlatih pengurangan dengan angka dari 0 hingga 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hu,Practice subtraction with numbers from 0 to 10.,Egyszerű kivonási gyakorlatok 10-ig terjedő számokkal.,Gyakorold a kivonást 0-tól 10-ig terjedő számokkal.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ko,Practice subtraction with numbers from 0 to 10.,10까지의 숫자를 이용한 간단한 뺄셈 연습입니다.,0부터 10까지의 숫자로 뺄셈을 연습해보세요.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ko,Subtraction 0-10,뺄셈 0-10,빼기 0-10,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,mt,Subtraction 0-10,Sottrazzjoni 0-10,Tnaqqis 0-10,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ja,Practice subtraction with numbers from 0 to 10.,10 までの数字を使った簡単な引き算の練習。,0から10までの数字を使って引き算の練習をしましょう。,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,mt,Practice subtraction with numbers from 0 to 10.,Eżerċizzji sempliċi ta'tnaqqis bl-użu ta'numri sa 10.,Ipprattika t-tnaqqis bin-numri minn 0 sa 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pl,Practice subtraction with numbers from 0 to 10.,Proste ćwiczenia odejmowania na liczbach do 10.,Ćwicz odejmowanie na liczbach od 0 do 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,nl,Practice subtraction with numbers from 0 to 10.,Eenvoudige aftrekoefeningen met getallen tot 10.,Oefen het aftrekken met getallen van 0 tot en met 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ro,Subtraction 0-10,Scădere 0-10,Scăderea 0-10,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lt,Practice subtraction with numbers from 0 to 10.,Paprasti atimties pratimai su skaičiais iki 10.,Praktikuokite atimtį su skaičiais nuo 0 iki 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ro,Practice subtraction with numbers from 0 to 10.,Exerciții simple de scădere folosind numere de până la 10.,Exersați scăderea cu numere de la 0 la 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pt,Practice subtraction with numbers from 0 to 10.,Exercícios simples de subtração usando números de até 10.,Pratique subtração com números de 0 a 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sl,Practice subtraction with numbers from 0 to 10.,Preproste vaje odštevanja s števili do 10.,Vadite odštevanje s števili od 0 do 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sv,Practice subtraction with numbers from 0 to 10.,Enkla subtraktionsövningar med tal upp till 10.,Öva subtraktion med siffror från 0 till 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sk,Practice subtraction with numbers from 0 to 10.,Jednoduché cvičenia na odčítanie s číslami do 10.,Precvičte si odčítanie s číslami od 0 do 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tl,Practice subtraction with numbers from 0 to 10.,Mga simpleng ehersisyo sa pagbabawas gamit ang mga numero hanggang 10.,Magsanay ng pagbabawas na may mga numero mula 0 hanggang 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lv,Practice subtraction with numbers from 0 to 10.,Vienkārši atņemšanas vingrinājumi ar skaitļiem līdz 10.,Praktizējiet atņemšanu ar skaitļiem no 0 līdz 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tr,Practice subtraction with numbers from 0 to 10.,10'a kadar olan sayılarla basit çıkarma alıştırmaları.,0'dan 10'a kadar sayılarla çıkarma işlemi yapın.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ar,Addition 0-10,الجمع 0-10,إضافة 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ar,Practice addition with numbers from 0 to 10.,تعلم الجمع بمجاميع تصل إلى 10.,تدرب على الجمع مع الأرقام من 0 إلى 10.,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,uk,Practice subtraction with numbers from 0 to 10.,Прості вправи на віднімання чисел до 10.,Попрактикуйтесь у відніманні чисел від 0 до 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,cs,Practice addition with numbers from 0 to 10.,Naučte se sčítat s výsledky do 10.,Procvičte si sčítání s čísly od 0 do 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,de,Practice addition with numbers from 0 to 10.,Lernen Sie die Addition mit Summen bis zu 10.,Üben Sie das Addieren mit Zahlen von 0 bis 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,bg,Practice addition with numbers from 0 to 10.,Научете се да събирате със суми до 10.,Тренирайте събиране с числа от 0 до 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,en,Practice addition with numbers from 0 to 10.,Learn addition with sums up to 10.,Practice addition with numbers from 0 to 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,bg,Addition 0-10,Събиране 0-10,Добавяне 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,da,Addition 0-10,Addition 0-10,Tillæg 0-10,mismatch
SUBJ:ce04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,vi,Practice subtraction with numbers from 0 to 10.,Các bài tập trừ đơn giản sử dụng các số lên đến 10.,Luyện tập phép trừ các số từ 0 đến 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,et,Practice addition with numbers from 0 to 10.,Õppige liitmist summadega kuni 10.,Harjutage liitmist numbritega 0 kuni 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,es,Practice addition with numbers from 0 to 10.,Aprende a sumar con resultados hasta el 10.,Practica la suma con números del 0 al 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fi,Practice addition with numbers from 0 to 10.,Opi laskemaan yhteen summiin 10 asti.,Harjoittele yhteenlaskua numeroilla 0-10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,fi,Addition 0-10,Yhteenlasku 0-10,Lisäys 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,et,Addition 0-10,Liitmine 0-10,Lisa 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,da,Practice addition with numbers from 0 to 10.,Lær addition med summer op til 10.,Øv addition med tal fra 0 til 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,el,Practice addition with numbers from 0 to 10.,Μάθετε την πρόσθεση με αθροίσματα έως το 10.,Εξασκηθείτε στην πρόσθεση με αριθμούς από το 0 έως το 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fr,Practice addition with numbers from 0 to 10.,Apprenez l'addition avec des sommes allant jusqu'à 10.,Entraînez-vous à additionner avec des nombres de 0 à 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,fr,Addition 0-10,Addition 0-10,Ajout 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hr,Practice addition with numbers from 0 to 10.,Naučite zbrajanje sa sumama do 10.,Vježbajte zbrajanje s brojevima od 0 do 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hi,Practice addition with numbers from 0 to 10.,10 तक के योग के साथ जोड़ना सीखें।,0 से 10 तक की संख्याओं को जोड़ने का अभ्यास करें।,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,id,Addition 0-10,Penjumlahan 0-10,Penambahan 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,it,Addition 0-10,Addizione 0-10,Aggiunta 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,hu,Addition 0-10,Összeadás 0-10,Kiegészítés 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ga,Practice addition with numbers from 0 to 10.,Foghlaim suimiú le suimeanna suas go dtí 10.,Cleachtaigh suimiú le huimhreacha ó 0 go 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ja,Practice addition with numbers from 0 to 10.,10 までの合計の足し算を学びましょう。,0から10までの数字を使った足し算の練習をしましょう。,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ja,Addition 0-10,足し算 0-10,加算0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,lv,Addition 0-10,Saskaitīšana 0-10,Papildinājums 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,id,Practice addition with numbers from 0 to 10.,Belajar penjumlahan dengan hasil hingga 10.,Berlatih penjumlahan dengan angka dari 0 hingga 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hu,Practice addition with numbers from 0 to 10.,Tanulja meg az összeadást 10-ig terjedő összegekkel.,Gyakorold az összeadást 0-tól 10-ig terjedő számokkal.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,lt,Addition 0-10,Sudėtis 0-10,Papildymas 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lt,Practice addition with numbers from 0 to 10.,Išmokite sudėtį su sumomis iki 10.,Praktikuokite sudėjimą su skaičiais nuo 0 iki 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,it,Practice addition with numbers from 0 to 10.,Impara l'addizione con somme fino a 10.,Esercitati con le addizioni con i numeri da 0 a 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ko,Practice addition with numbers from 0 to 10.,합계가 10 이하인 덧셈을 배워보세요.,0부터 10까지의 숫자로 덧셈을 연습해보세요.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,nl,Practice addition with numbers from 0 to 10.,Leer optellen met uitkomsten tot 10.,Oefen het optellen met getallen van 0 tot en met 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ko,Addition 0-10,덧셈 0-10,추가 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,mt,Addition 0-10,Addizzjoni 0-10,Żieda 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pt,Practice addition with numbers from 0 to 10.,Aprenda a somar com resultados de até 10.,Pratique adição com números de 0 a 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pl,Practice addition with numbers from 0 to 10.,Naucz się dodawania z wynikami do 10.,Ćwicz dodawanie na liczbach od 0 do 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,mt,Practice addition with numbers from 0 to 10.,Tgħallem iż-żieda b'somom sa 10.,Ipprattika ż-żieda bin-numri minn 0 sa 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lv,Practice addition with numbers from 0 to 10.,Apgūstiet saskaitīšanu ar summām līdz 10.,Praktizējiet saskaitīšanu ar skaitļiem no 0 līdz 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,pl,Addition 0-10,Dodawanie 0-10,Dodatek 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ro,Addition 0-10,Adunare 0-10,Adăugarea 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,nl,Addition 0-10,Optellen 0-10,Toevoeging 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sk,Practice addition with numbers from 0 to 10.,Naučte sa sčítavať s výsledkami do 10.,Precvičte si sčítanie s číslami od 0 do 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,sv,Addition 0-10,Addition 0-10,Tillägg 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sl,Practice addition with numbers from 0 to 10.,Naučite se seštevati z rezultati do 10.,Vadite seštevanje s števili od 0 do 10.,mismatch
